isbn,title,author,price,nstc,format,publisher,release_date,Language,store_stock,store_location,nur,thema_codes,libris_url,cover_url
9780593472170,The West: A New History in Fourteen Lives,NaoÃƒÂ­se Mac Sweeney,9.95,2468561,Gebonden,Dutton,10/09/2006,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9780593472170,https://images.mind-books.nl/libris/book/cover/9780593472170
9780593802649,Paper Boat,Margaret Atwood,12.5,2468901,Paperback,Random House Inc,06/02/2025,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9780593802649,https://images.mind-books.nl/libris/book/cover/9780593802649
9780711240315,The Art of Love,"BRYAN,  Kate",22.5,2468667,Paperback,White Lion Publishing,09/11/2021,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780711240315,https://images.mind-books.nl/libris/book/cover/9780711240315
9780712353489,Elizabeth & Mary,Susan Doran,9.95,2468202,pocket,British Library Publishing,22/06/2017,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780712353489,https://images.mind-books.nl/libris/book/cover/9780712353489
9780718188894,Nuclear Deterrence,Sir Lawrence Freedman,9.99,2468758,Gebonden,Penguin Books Ltd,09/11/2007,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780718188894,https://images.mind-books.nl/libris/book/cover/9780718188894
9780722538449,"Men are from Mars, Women are from Venus",John Gray,12.5,2468990,e-book,Harper Collins Publ. UK,03/12/2020,ENG,0,Online kopen,,,https://libris.nl/9780722538449,https://images.mind-books.nl/libris/book/cover/9780722538449
9780747573647,The Little Friend,Donna Tartt,12.5,2468416,Gebonden,Bloomsbury Publishing PLC,16/08/2004,ENG,2,Fictie - Engelstalig ,,,https://libris.nl/9780747573647,https://images.mind-books.nl/libris/book/cover/9780747573647
9780751560299,Christmas Cakes and Mistletoe Nights,Carole Matthews,15,2468352,Paperback,Sphere,15/05/2008,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780751560299,https://images.mind-books.nl/libris/book/cover/9780751560299
9780751578676,Shelf Respect,Annie Austen,15,2468665,Gebonden,"Little, Brown Book Group",09/11/2019,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780751578676,https://images.mind-books.nl/libris/book/cover/9780751578676
9780753821497,Finding Sanctuary,Fr. Christopher Jamison,22.5,2468451,Gebonden,Weidenfeld & Nicolson,06/02/1992,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780753821497,https://images.mind-books.nl/libris/book/cover/9780753821497
9780755503322,Wind in the Willows Gift Picture Book,Timothy Knapman ; Kenneth Grahame,22.5,2468233,pocket,HarperCollins Publishers,16/08/2005,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9780755503322,https://images.mind-books.nl/libris/book/cover/9780755503322
9780760376591,Lamborghini 60 Years,Stuart Codling,12.5,2468578,Gebonden,Quarto Publishing Group USA Inc,10/09/2023,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780760376591,https://images.mind-books.nl/libris/book/cover/9780760376591
9780762460755,Game of Thrones: Oathkeeper,Running Press,9.95,2468300,Gebonden,Running Press,06/02/2025,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780762460755,https://images.mind-books.nl/libris/book/cover/9780762460755
9780762486472,Cat Cafe Magnet Set,Alasdair Stuart,12.5,2468780,Gebonden,Rp Minis,03/12/2020,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780762486472,https://images.mind-books.nl/libris/book/cover/9780762486472
9780785238577,We Were Kings,Court Stevens,22.5,2469048,Paperback,Thomas Nelson Publishers,22/06/2021,ENG,2,Fictie - Engelstalig ,,,https://libris.nl/9780785238577,https://images.mind-books.nl/libris/book/cover/9780785238577
9780785839965,The Communist Manifesto and Das Kapital,Karl Marx ; Friedrich Engels,22.5,2468303,Paperback,"Chartwell Books Inc.,U.S.",01/01/1995,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780785839965,https://images.mind-books.nl/libris/book/cover/9780785839965
9780789334442,1000 Tattoos,"CLAQUIN,  Frederic",9.95,2468205,midprice,Universe Publishing,22/06/2009,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780789334442,https://images.mind-books.nl/libris/book/cover/9780789334442
9780804856270,Mending With Kids,Nami Levy,9.99,2468333,e-book,Tuttle Publishing,01/01/2014,ENG,0,Online kopen,,,https://libris.nl/9780804856270,https://images.mind-books.nl/libris/book/cover/9780804856270
9780857505279,Sweet Fury,Sash Bischoff,7.5,2468162,Paperback,Bantam Books (Transworld Publishers a division of the Random House Group),01/01/2016,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9780857505279,https://images.mind-books.nl/libris/book/cover/9780857505279
9780857507785,Medusa,Rosie Hewlett,9.99,,e-book,Bantam Books (Transworld Publishers a division of the Random House Group),22/06/2021,ENG,0,Online kopen,,,https://libris.nl/9780857507785,https://images.mind-books.nl/libris/book/cover/9780857507785
9780857521217,The World of Poo,Terry Pratchett,22.5,2468950,Paperback,Doubleday,20/09/2025,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9780857521217,https://images.mind-books.nl/libris/book/cover/9780857521217
9780857529664,How to Hold Someone in your Heart,Mizuki Tsujimura,7.5,2468349,midprice,Transworld Publishers Ltd,01/01/2019,ENG,14,Fictie - Engelstalig ,,,https://libris.nl/9780857529664,https://images.mind-books.nl/libris/book/cover/9780857529664
9780857862624,The Cove,Ron Rash,12.5,2469095,audiobook,Canongate Books,06/02/2021,ENG,0,Online kopen,,,https://libris.nl/9780857862624,https://images.mind-books.nl/libris/book/cover/9780857862624
9780860685241,Their Eyes Were Watching God,Zora Neale Hurston,7.5,2469082,Paperback,"Little, Brown Book Group",16/08/2021,ENG,2,Fictie - Engelstalig ,,,https://libris.nl/9780860685241,https://images.mind-books.nl/libris/book/cover/9780860685241
9780963270702,The Satanic Verses,Salman Rushdie,22.5,2468390,Gebonden,Vintage,22/06/2010,ENG,3,Fictie - Engelstalig ,,,https://libris.nl/9780963270702,https://images.mind-books.nl/libris/book/cover/9780963270702
9781035001910,The Pairing,Casey McQuiston,9.99,2468449,e-book,Macmillan,22/06/2014,ENG,0,Online kopen,,,https://libris.nl/9781035001910,https://images.mind-books.nl/libris/book/cover/9781035001910
9781035062997,Wooing the Witch Queen,Stephanie Burgis,9.99,2468895,Gebonden,Pan Macmillan,31/01/2025,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781035062997,https://images.mind-books.nl/libris/book/cover/9781035062997
9781250048370,A Sting in the Tale,"GOULSON,  Dave",15.99,2468953,Paperback,St Martins Pr,16/08/2020,UND,0,Anderstalig ,,,https://libris.nl/9781250048370,https://images.mind-books.nl/libris/book/cover/9781250048370
9781250237484,Blindsight,Peter Watts,22.5,2468430,Paperback,St Martin's Press,16/08/2018,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781250237484,https://images.mind-books.nl/libris/book/cover/9781250237484
9781250309143,The Brightsiders,Jen Wilde,9.95,2468591,Paperback,Square Fish,13/10/2003,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781250309143,https://images.mind-books.nl/libris/book/cover/9781250309143
9781250315335,A Song Below Water,Bethany C. Morrow,9.99,2468631,e-book,St Martins Pr,16/08/2023,ENG,0,Online kopen,,,https://libris.nl/9781250315335,https://images.mind-books.nl/libris/book/cover/9781250315335
9781250802088,They Threw Us Away,Daniel Kraus,15.99,2468848,Paperback,St Martin's Press,08/04/2025,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781250802088,https://images.mind-books.nl/libris/book/cover/9781250802088
9781250833006,Africa Risen,Sheree Renee Thomas,22.5,2468493,Paperback,St Martin's Press,04/03/2009,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781250833006,https://images.mind-books.nl/libris/book/cover/9781250833006
9781250868350,Morrighan,Mary E. Pearson,15.99,2469054,e-book,St Martin's Press,10/09/2020,ENG,0,Online kopen,,,https://libris.nl/9781250868350,https://images.mind-books.nl/libris/book/cover/9781250868350
9781302959272,Spider-Society: Enter...the Spider-Versers,Alex Segura,12.5,2468737,Paperback,Marvel Comics,16/08/2024,ENG,1,Strips - Engelstalig ,,,https://libris.nl/9781302959272,https://images.mind-books.nl/libris/book/cover/9781302959272
9781324051428,How to Be Avant-Garde,Morgan (Sotheby's Institute of Art) Falconer,12.5,2469001,Paperback,WW Norton & Co,08/04/2021,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781324051428,https://images.mind-books.nl/libris/book/cover/9781324051428
9781338617528,"Oseman, A: Heartstopper #3: A Graphic Novel",Alice Oseman,9.95,2468158,Paperback,Graphix,01/02/2016,ENG,0,Strips - Engelstalig ,,,https://libris.nl/9781338617528,https://images.mind-books.nl/libris/book/cover/9781338617528
9781398107229,Barbarossa Through German Eyes,Jonathan Trigg,9.95,2468421,Paperback,Amberley Publishing,16/08/2009,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781398107229,https://images.mind-books.nl/libris/book/cover/9781398107229
9781398508422,Zero Days,Ruth Ware,22.5,2468321,Paperback,Simon & Schuster Ltd,01/01/2012,ENG,2,Fictie - Engelstalig ,,,https://libris.nl/9781398508422,https://images.mind-books.nl/libris/book/cover/9781398508422
9781398524231,The Dog Park Detectives,Blake Mara,15.99,2468903,Paperback,Simon & Schuster Ltd,06/02/2025,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781398524231,https://images.mind-books.nl/libris/book/cover/9781398524231
9781398613058,How to Be a Digital Nomad,Kayla Ihrig,9.99,2468242,e-book,Kogan Page Ltd,16/08/2014,ENG,0,Online kopen,,,https://libris.nl/9781398613058,https://images.mind-books.nl/libris/book/cover/9781398613058
9781398711594,A House at the Bottom of a Lake,Josh Malerman,9.95,2468890,Paperback,Orion Publishing Co,26/01/2025,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781398711594,https://images.mind-books.nl/libris/book/cover/9781398711594
9781398824218,Gothic Horror Short Stories,"ALLAN POE,  Edgar ; Benson, Edward Frederic ; Le Fanu, Joseph Sheridan ; Gaskell, Elizabeth",22.5,2468856,Paperback,Arcturus Publishing Ltd,16/08/2025,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781398824218,https://images.mind-books.nl/libris/book/cover/9781398824218
9781399415200,Smart Thinking,Jo Owen,9.95,2468322,Paperback,Bloomsbury Publishing PLC,01/01/2013,ENG,3,Fictie - Engelstalig ,,,https://libris.nl/9781399415200,https://images.mind-books.nl/libris/book/cover/9781399415200
9781399600804,Seasparrow,Kristin Cashore,15.99,2468177,Paperback,Orion Publishing Co,15/05/2017,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781399600804,https://images.mind-books.nl/libris/book/cover/9781399600804
9781399700122,This Vicious Grace,"THIEDE,  Emily",22.5,2468993,Paperback,Hodderscape,03/12/2020,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781399700122,https://images.mind-books.nl/libris/book/cover/9781399700122
9781399714259,The Party Season,SJI Holliday,7.5,2468828,Paperback,Hodder & Stoughton,08/04/2025,ENG,5,Fictie - Engelstalig ,,,https://libris.nl/9781399714259,https://images.mind-books.nl/libris/book/cover/9781399714259
9781400344178,The Raven and Other Selected Works (The Gothic Chronicles Collection),Edgar Allan Poe,9.95,2468708,Paperback,Thomas Nelson Publishers,09/11/2004,ENG,3,Fictie - Engelstalig ,,,https://libris.nl/9781400344178,https://images.mind-books.nl/libris/book/cover/9781400344178
9781401240837,The League of Extraordinary Gentlemen Omnibus,Alan Moore,12.5,2468730,Paperback,DC Comics,08/04/2025,ENG,0,Strips - Engelstalig ,,,https://libris.nl/9781401240837,https://images.mind-books.nl/libris/book/cover/9781401240837
9781405933674,Oh Dear Silvia,"FRENCH,  Dawn",12.5,2468274,Paperback,Penguin Books Ltd,06/02/1999,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781405933674,https://images.mind-books.nl/libris/book/cover/9781405933674
9781405935173,The Truth Must Dazzle Gradually,Helen Cullen,15,2468187,Paperback,Penguin Books Ltd,22/06/2011,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781405935173,https://images.mind-books.nl/libris/book/cover/9781405935173
9781405936361,Ice Cold Heart,P. J. Tracy,12.5,2468923,e-book,Penguin Books Ltd,06/02/2025,ENG,0,Online kopen,,,https://libris.nl/9781405936361,https://images.mind-books.nl/libris/book/cover/9781405936361
9781405957649,The New Neighbours,Claire Douglas,29.95,2469042,Gebonden,Penguin Books Ltd,15/05/2021,ENG,4,Fictie - Engelstalig ,,,https://libris.nl/9781405957649,https://images.mind-books.nl/libris/book/cover/9781405957649
9781406390735,This Is Not My Hat,Jon Klassen,15.99,2469097,Paperback,Walker Books Ltd,06/02/2021,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781406390735,https://images.mind-books.nl/libris/book/cover/9781406390735
9781408717189,The Sweet Remnants of Summer,Alexander McCall Smith,9.95,2469034,Paperback,"Little, Brown",04/03/2021,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781408717189,https://images.mind-books.nl/libris/book/cover/9781408717189
9781408753903,Pacific Blue Bold (Old Leather Collection) Midi 18-month Horizontal Hardback Dayplanner 2025 (Elastic Band Closure),Paperblanks,15.99,2468258,Paperback,"Little, Brown Book Group",15/05/2023,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781408753903,https://images.mind-books.nl/libris/book/cover/9781408753903
9781408802564,The Berlin Wall,Frederick Taylor,7.5,2469104,Gebonden,Bloomsbury Publishing PLC,15/05/2021,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781408802564,https://images.mind-books.nl/libris/book/cover/9781408802564
9781408825709,Virgin Suicides,"Eugenides, Jeffrey",9.95,2468501,Paperback,Bloomsbury Publishing PLC,04/03/2017,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781408825709,https://images.mind-books.nl/libris/book/cover/9781408825709
9781409182092,The Ferryman,Justin Cronin,12.5,2468647,e-book,Orion,06/02/1992,ENG,0,Online kopen,,,https://libris.nl/9781409182092,https://images.mind-books.nl/libris/book/cover/9781409182092
9781409198017,Mimic,"COLE,  Daniel",22.5,2468408,Paperback,Orion,13/10/2023,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781409198017,https://images.mind-books.nl/libris/book/cover/9781409198017
9781409344087,Bonsai,DK,9.95,2468812,Gebonden,DK,16/08/2024,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781409344087,https://images.mind-books.nl/libris/book/cover/9781409344087
9781409596646,Flip flap dino's,Unknown Author,15,2468341,Paperback,Usborne Publishers,01/02/2015,NL,0,Kinderboeken tafel,,,https://libris.nl/9781409596646,https://images.mind-books.nl/libris/book/cover/9781409596646
9781419746345,The Mythmakers,"HENDRIX,  John",9.99,2469016,Paperback,Abrams,16/08/2020,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781419746345,https://images.mind-books.nl/libris/book/cover/9781419746345
9781421510712,"Hunter x Hunter, Vol. 15",Yoshihiro Togashi,7.5,2468713,Gebonden,"Viz Media, Subs. of Shogakukan Inc",03/12/2020,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781421510712,https://images.mind-books.nl/libris/book/cover/9781421510712
9781421581316,"Maid-sama! (2-in-1 Edition), Vol. 2",Hiro Fujiwara,9.95,2468669,Paperback,"Viz Media, Subs. of Shogakukan Inc",09/11/2023,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781421581316,https://images.mind-books.nl/libris/book/cover/9781421581316
9781421586212,"Goodnight Punpun, Vol. 2",Inio Asano,22.5,2468740,Paperback,"Viz Media, Subs. of Shogakukan Inc",15/05/2020,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781421586212,https://images.mind-books.nl/libris/book/cover/9781421586212
9781421586236,"Goodnight Punpun, Vol. 4",Inio Asano,22.5,2468538,Paperback,"Viz Media, Subs. of Shogakukan Inc",08/04/2025,ENG,2,Fictie - Engelstalig ,,,https://libris.nl/9781421586236,https://images.mind-books.nl/libris/book/cover/9781421586236
9781426222580,Here Not There,Andrew Nelson,22.5,2468380,Paperback,National Geographic Society,22/06/2020,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781426222580,https://images.mind-books.nl/libris/book/cover/9781426222580
9781439728437,Black Moroccan Bold Ultra Lined Softcover Flexi Journal,Paperblanks,12.5,2468661,e-book,Paperblanks,09/11/2015,ENG,0,Online kopen,,,https://libris.nl/9781439728437,https://images.mind-books.nl/libris/book/cover/9781439728437
9781439781975,Safavid Indigo (Safavid Binding Art) Grande Unlined Hardcover Journal,Paperblanks,12.5,2468711,e-book,Paperblanks,09/11/2007,ENG,0,Online kopen,,,https://libris.nl/9781439781975,https://images.mind-books.nl/libris/book/cover/9781439781975
9781441314130,JOURNAL-SONGWRITERS,Inc Peter Pauper Press,12.5,2468955,e-book,Peter Pauper Press,13/10/2020,ENG,0,Online kopen,,,https://libris.nl/9781441314130,https://images.mind-books.nl/libris/book/cover/9781441314130
9781447208082,The Chameleon's Shadow,Minette Walters,12.5,2468760,e-book,Pan Books,09/11/2009,ENG,0,Online kopen,,,https://libris.nl/9781447208082,https://images.mind-books.nl/libris/book/cover/9781447208082
9781447234562,Guns of the dawn,adrian tchaikovsky,9.99,2468433,e-book,Tor UK,16/08/2021,ENG,0,Online kopen,,,https://libris.nl/9781447234562,https://images.mind-books.nl/libris/book/cover/9781447234562
9781454948810,The Call of the Wild and White Fang,Jack London,12.5,2468769,Paperback,Union Square & Co.,09/11/2018,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781454948810,https://images.mind-books.nl/libris/book/cover/9781454948810
9781454953685,A Rebel Without Claws,Juliette Cross,9.99,2468819,Paperback,Union Square & Co.,18/11/2024,ENG,2,Fictie - Engelstalig ,,,https://libris.nl/9781454953685,https://images.mind-books.nl/libris/book/cover/9781454953685
9781454956754,Black Beauty,Anna Sewell,12.5,2468186,Paperback,Union Square & Co.,22/06/2019,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781454956754,https://images.mind-books.nl/libris/book/cover/9781454956754
